지역,구시군,선거년도,선거종류,득표_1위_정당,득표_2위_정당,득표_1위_후보번호,득표_1위_득표율,득표_2위_후보번호,득표_2위_득표율,보수정당_후보자수,진보정당_후보자수,그외정당_후보자수,무소속_후보자수,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
대전,합계,2006,광역단체장,보수정당,진보정당,2,0.4384,1,0.4115,1,1,4,0,1077468,532568,231489,217273,79279,0,528041,4527,544900
대전,동구,2006,광역단체장,진보정당,보수정당,1,0.4151,2,0.4113,1,1,4,0,183206,87967,35745,36078,15084,0,86907,1060,95239
대전,중구,2006,광역단체장,보수정당,진보정당,2,0.4477,1,0.3996,1,1,4,0,203076,100902,44780,39961,15272,0,100013,889,102174
대전,서구,2006,광역단체장,보수정당,진보정당,2,0.4613,1,0.4038,1,1,4,0,367265,182493,83617,73194,24446,0,181257,1236,184772
대전,유성구,2006,광역단체장,진보정당,보수정당,1,0.4319,2,0.4315,1,1,4,0,164867,84058,36053,36081,11410,0,83544,514,80809
대전,대덕구,2006,광역단체장,진보정당,보수정당,1,0.4188,2,0.41,1,1,4,0,159054,77148,31294,31959,13067,0,76320,828,81906
