시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전라북도,합계,1429632,827387,62922,389436,357563,0,809921,17466,602245
전라북도,전주시완산구,252082,121291,6322,59401,54379,0,120102,1189,130791
전라북도,전주시덕진구,198612,94137,5075,45562,42690,0,93327,810,104475
전라북도,군산시,198467,111760,19593,44385,45208,0,109186,2574,86707
전라북도,익산시,235847,123052,8189,55008,57461,0,120658,2394,112795
전라북도,정읍시,99727,62082,3181,30801,26641,0,60623,1459,37645
전라북도,남원시,72197,50215,2944,27923,18139,0,49006,1209,21982
전라북도,김제시,82928,55599,3576,27773,22594,0,53943,1656,27329
전라북도,완주군,66720,41559,2019,19070,19524,0,40613,946,25161
전라북도,진안군,23432,17528,1437,9415,6173,0,17025,503,5904
전라북도,무주군,21301,16835,1622,8558,6060,0,16240,595,4466
전라북도,장수군,20567,16461,1133,8836,5938,0,15907,554,4106
전라북도,임실군,27747,21428,1509,10937,8430,0,20876,552,6319
전라북도,순창군,25579,19723,1527,11367,6185,0,19079,644,5856
전라북도,고창군,51732,37858,1932,15802,19122,0,36856,1002,13874
전라북도,부안군,52694,37859,2863,14598,19019,0,36480,1379,14835
