시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전라북도,합계,1503242,900029,177172,599654,89337,0,866163,33866,603213
전라북도,전주시완산구,283872,159841,39423,99971,17298,0,156692,3149,124031
전라북도,전주시덕진구,221516,123206,29005,77702,14026,0,120733,2473,98310
전라북도,군산시,220810,117779,19923,83123,10831,0,113877,3902,103031
전라북도,익산시,244122,129480,22697,91000,11226,0,124923,4557,114642
전라북도,정읍시,96960,61781,9104,44302,5359,0,58765,3016,35179
전라북도,남원시,70411,47558,8103,32868,4594,0,45565,1993,22853
전라북도,김제시,77336,51495,7317,37675,3766,0,48758,2737,25841
전라북도,완주군,70666,44750,9986,26815,5816,0,42617,2133,25916
전라북도,진안군,23289,18439,6355,9290,1789,0,17434,1005,4850
전라북도,무주군,21786,17618,3408,11451,1620,0,16479,1139,4168
전라북도,장수군,20087,16016,2942,10370,1757,0,15069,947,4071
전라북도,임실군,26103,19822,4887,11167,2596,0,18650,1172,6281
전라북도,순창군,25497,19720,2853,13564,2157,0,18574,1146,5777
전라북도,고창군,51188,38091,5279,26747,3698,0,35724,2367,13097
전라북도,부안군,49599,34433,5890,23609,2804,0,32303,2130,15166
