시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
경상북도,합계,2211734,1314925,986989,189603,93067,0,1269659,45266,896809
경상북도,포항시북구,216200,112449,82655,20064,7034,0,109753,2696,103751
경상북도,포항시남구,201120,103003,76273,18395,5878,0,100546,2457,98117
경상북도,울릉군,9344,7490,5925,847,400,0,7172,318,1854
경상북도,경주시,216922,126290,94824,16705,10306,0,121835,4455,90632
경상북도,김천시,111552,70244,53436,9389,4631,0,67456,2788,41308
경상북도,안동시,137715,90090,70575,11133,5365,0,87073,3017,47625
경상북도,구미시,321096,160254,112367,32606,11220,0,156193,4061,160842
경상북도,영주시,92496,62153,46595,8960,4456,0,60011,2142,30343
경상북도,영천시,85998,54651,40283,7044,4788,0,52115,2536,31347
경상북도,상주시,88003,62491,47652,7273,4372,0,59297,3194,25512
경상북도,문경시,63805,45956,36470,4594,2811,0,43875,2081,17849
경상북도,예천군,39760,29078,23265,2480,2098,0,27843,1235,10682
경상북도,경산시,201690,103880,78534,15635,7417,0,101586,2294,97810
경상북도,청도군,39054,28078,21900,2766,2259,0,26925,1153,10976
경상북도,고령군,30145,18392,14097,2188,1482,0,17767,625,11753
경상북도,성주군,39541,25175,19701,2750,1737,0,24188,987,14366
경상북도,칠곡군,95973,49053,36261,8149,3261,0,47671,1382,46920
경상북도,군위군,22266,18042,13330,1676,2105,0,17111,931,4224
경상북도,의성군,50532,36797,29308,3605,2162,0,35075,1722,13735
경상북도,청송군,23703,18396,13495,2042,2006,0,17543,853,5307
경상북도,영양군,16167,12875,9234,1757,1172,0,12163,712,3292
경상북도,영덕군,35266,25717,20331,2541,1683,0,24555,1162,9549
경상북도,봉화군,29759,22055,16128,2907,2253,0,21288,767,7704
경상북도,울진군,43627,32316,24350,4097,2171,0,30618,1698,11311
