지역,선거년도,선거종류,득표_1위_정당,득표_2위_정당,득표_1위_후보번호,득표_1위_득표율,득표_2위_후보번호,득표_2위_득표율,보수정당_후보자수,진보정당_후보자수,그외정당_후보자수,무소속_후보자수,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
충남,2018,광역단체장,진보정당,보수정당,1,0.6256,2,0.351,1,1,1,0,1740413,1011447,345577,615870,23012,0,984459,26988,728966
