시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
인천광역시,합계,1940403,859506,526932,200650,123237,850819,8687,1080897
인천광역시,중구,72876,34796,21570,8119,4641,34330,466,38080
인천광역시,동구,61515,30794,18707,6663,4997,30367,427,30721
인천광역시,남구,327614,140581,90299,31036,17805,139140,1441,187033
인천광역시,연수구,191076,88010,57235,19370,10765,87370,640,103066
인천광역시,남동구,284121,123423,73284,28961,20079,122324,1099,160698
인천광역시,부평구,425004,181447,106584,42156,31187,179927,1520,243557
인천광역시,계양구,239585,100411,58806,26480,14326,99612,799,139174
인천광역시,서구,271645,114473,70169,27258,15908,113335,1138,157172
인천광역시,강화군,53699,35405,23919,8071,2560,34550,855,18294
인천광역시,옹진군,13268,10166,6359,2536,969,9864,302,3102
