시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전국,합계,42479710,32807908,7852849,13423800,11361536,33990,32672175,135733,9671802
서울특별시,합계,8382999,6590646,1365285,2781345,2418337,3950,6568917,21729,1792353
서울특별시,종로구,133769,102566,22325,42512,37316,49,102202,364,31203
서울특별시,중구,109836,82852,17901,34062,30581,51,82595,257,26984
서울특별시,용산구,197962,148157,35230,58081,54269,80,147660,497,49805
서울특별시,성동구,259009,203175,40566,86686,75136,124,202512,663,55834
서울특별시,광진구,305172,240030,46368,105512,87222,129,239231,799,65142
서울특별시,동대문구,304972,236092,51631,98958,84514,162,235265,827,68880
서울특별시,중랑구,351986,265706,56545,111450,96534,215,264744,962,86280
서울특별시,성북구,378024,295866,57584,129263,107897,178,294922,944,82158
서울특별시,강북구,281434,210614,42268,89645,77839,150,209902,712,70820
서울특별시,도봉구,293679,229233,47461,94898,85879,144,228382,851,64446
서울특별시,노원구,464422,374213,67590,158167,146918,232,372907,1306,90209
서울특별시,은평구,413086,317275,60109,140180,115645,181,316115,1160,95811
서울특별시,서대문구,268987,212076,40513,93768,76953,125,211359,717,56911
서울특별시,마포구,320483,256992,46547,117336,92219,131,256233,759,63491
서울특별시,양천구,386393,310886,60814,133853,115090,183,309940,946,75507
서울특별시,강서구,501800,397108,76601,175882,143040,284,395807,1301,104692
서울특별시,구로구,350524,278805,59194,121077,97253,190,277714,1091,71719
서울특별시,금천구,204132,155010,31106,67423,55796,128,154453,557,49122
서울특별시,영등포구,316011,248833,53615,105834,88414,154,248017,816,67178
서울특별시,동작구,342434,276685,54431,121722,99529,146,275828,857,65749
서울특별시,관악구,446035,351240,59914,159854,130014,223,350005,1235,94795
서울특별시,서초구,362519,292916,74891,106416,110674,111,292092,824,69603
서울특별시,강남구,467032,365642,97639,128927,137865,163,364594,1048,101390
서울특별시,송파구,546867,441198,98549,177328,163829,221,439927,1271,105669
서울특별시,강동구,376431,297476,65893,122511,107911,196,296511,965,78955
부산광역시,합계,2950224,2261633,720484,872127,657942,2156,2252709,8924,688591
부산광역시,중구,40448,28604,10684,9918,7889,18,28509,95,11844
부산광역시,서구,98536,71446,26360,24522,20189,77,71148,298,27090
부산광역시,동구,79720,58304,22188,19606,16226,62,58082,222,21416
부산광역시,영도구,109885,78013,25345,30094,22138,82,77659,354,31872
부산광역시,부산진구,323551,246124,79545,95042,70342,224,245153,971,77427
부산광역시,동래구,229464,181098,59616,67947,52737,169,180469,629,48366
부산광역시,남구,233838,181922,59137,68566,53328,174,181205,717,51916
부산광역시,북구,258693,203689,61175,83611,57777,233,202796,893,55004
부산광역시,해운대구,344624,266870,80904,102106,82717,225,265952,918,77754
부산광역시,기장군,124123,94393,26556,39412,27987,95,94050,343,29730
부산광역시,사하구,280843,211876,65252,82452,63008,215,210927,949,68967
부산광역시,금정구,209881,164127,54418,60169,48624,159,163370,757,45754
부산광역시,강서구,88518,68633,18711,30783,18864,59,68417,216,19885
부산광역시,연제구,175265,137602,44221,52454,40325,105,137105,497,37663
부산광역시,수영구,154637,119064,39832,43702,35061,91,118686,378,35573
부산광역시,사상구,198198,149868,46540,61743,40730,168,149181,687,48330
