시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전국,합계,32290416,26042633,9935718,10326275,5380445,0,25642438,400195,6247783
서울,합계,7358547,5926743,2394309,2627308,833156,0,5854773,71970,1431804
서울,종로구,145809,116117,48664,52381,13550,0,114595,1522,29692
서울,중구,96000,76174,29633,36072,9388,0,75093,1081,19826
서울,용산구,180295,141083,61050,60486,17650,0,139186,1897,39212
서울,성동구갑,129170,104141,39386,48414,14981,0,102781,1360,25029
서울,성동구을,107044,86499,30052,42528,12589,0,85169,1330,20545
서울,광진구갑,136618,111068,45777,47699,16082,0,109558,1510,25550
서울,광진구을,145157,116885,43469,55222,16606,0,115297,1588,28272
서울,동대문구갑,148268,117443,46113,52483,17143,0,115739,1704,30825
서울,동대문구을,137683,111506,42124,50565,17186,0,109875,1631,26177
서울,중랑구갑,133832,106695,38240,49051,17927,0,105218,1477,27137
서울,중랑구을,197142,158667,60659,68324,27687,0,156670,1997,38475
서울,성북구갑,178624,141323,57316,63323,18902,0,139541,1782,37301
서울,성북구을,172098,137885,47526,67773,20735,0,136034,1851,34213
서울,강북구갑,138475,110197,42968,49715,16119,0,108802,1395,28278
서울,강북구을,131068,104728,34219,53511,15451,0,103181,1547,26340
서울,도봉구갑,125363,101849,41458,44382,14902,0,100742,1107,23514
서울,도봉구을,141086,114176,46724,49559,16694,0,112977,1199,26910
서울,노원구갑,196228,159837,65998,67875,24077,0,157950,1887,36391
서울,노원구을,198861,163589,68669,69562,23704,0,161935,1654,35272
서울,은평구갑,161493,129391,48533,61449,17743,0,127725,1666,32102
서울,은평구을,189020,150734,61446,66832,20607,0,148885,1849,38286
서울,서대문구갑,124087,98276,40592,44268,12212,0,97072,1204,25811
서울,서대문구을,138632,111688,41714,53927,14594,0,110235,1453,26944
서울,마포구갑,126554,100919,41390,44249,13940,0,99579,1340,25635
서울,마포구을,162457,129766,51900,58291,18015,0,128206,1560,32691
서울,양천구갑,168372,139187,65067,55064,17940,0,138071,1116,29185
서울,양천구을,160035,128554,43493,62516,20812,0,126821,1733,31481
서울,강서구갑,143839,115954,45323,52389,16887,0,114599,1355,27885
서울,강서구을,211052,171203,70392,70847,28004,0,169243,1960,39849
서울,구로구갑,141299,115077,45171,48655,19832,0,113658,1419,26222
서울,구로구을,124956,100240,32992,50461,15399,0,98852,1388,24716
서울,금천구,188576,150622,50130,73279,25084,0,148493,2129,37954
서울,영등포구갑,128054,103817,42815,44291,15398,0,102504,1313,24237
서울,영등포구을,163582,131088,51527,59354,18496,0,129377,1711,32494
서울,동작구갑,162232,131204,52281,59326,18078,0,129685,1519,31028
서울,동작구을,154359,124991,47959,59366,16277,0,123602,1389,29368
서울,관악구갑,183367,149415,49131,78196,20327,0,147654,1761,33952
서울,관악구을,207041,167868,57597,82855,25209,0,165661,2207,39173
서울,서초구갑,140568,112653,60717,40841,10182,0,111740,913,27915
서울,서초구을,150800,121648,59351,47728,13331,0,120410,1238,29152
서울,강남구갑,205465,160040,87111,56267,15144,0,158522,1518,45425
서울,강남구을,185253,151401,78207,55042,16618,0,149867,1534,33852
서울,송파구갑,150890,123707,58466,49450,14681,0,122597,1110,27183
서울,송파구을,150331,122034,54105,51505,15053,0,120663,1371,28297
서울,송파구병,162802,133072,53974,58506,19179,0,131659,1413,29730
서울,강동구갑,174893,143809,62709,57584,21896,0,142189,1620,31084
서울,강동구을,159717,128523,50171,55845,20845,0,126861,1662,31194
부산,합계,2692311,2124010,1117069,320178,657159,0,2094406,29604,568301
부산,중구,46553,35968,21138,5699,8614,0,35451,517,10585
부산,서구,123982,95096,52152,13796,27561,0,93509,1587,28886
부산,동구,104319,81569,45211,11443,23636,0,80290,1279,22750
부산,영도구,143013,109136,55828,20585,30986,0,107399,1737,33877
부산,부산진구갑,160389,127232,68656,20561,36257,0,125474,1758,33157
부산,부산진구을,152166,120675,63285,17426,38132,0,118843,1832,31491
부산,동래구갑,117215,94379,53462,12787,26955,0,93204,1175,22836
부산,동래구을,93838,75024,44113,9586,20390,0,74089,935,18814
부산,남구갑,115788,91992,51046,13087,26611,0,90744,1248,23796
부산,남구을,104705,83268,42702,12912,26538,0,82152,1116,21437
부산,북구,195741,154874,71423,23525,57677,0,152625,2249,40867
부산,해운대구,256336,202729,105882,30760,63493,0,200135,2594,53607
부산,기장군,52581,41705,20202,5484,15285,0,40971,734,10876
부산,사하구갑,116981,93134,52054,12183,27837,0,92074,1060,23847
부산,사하구을,149986,116012,53097,19459,41744,0,114300,1712,33974
부산,금정구갑,103810,82674,42043,12595,26882,0,81520,1154,21136
부산,금정구을,105473,84726,49792,10554,23400,0,83746,980,20747
부산,강서구,49458,37372,16397,4353,15952,0,36702,670,12086
부산,연제구,164910,131425,72667,19903,37179,0,129749,1676,33485
부산,수영구,138693,110403,65581,15635,27820,0,109036,1367,28290
부산,사상구갑,91620,71604,31335,14025,25126,0,70486,1118,20016
부산,사상구을,104754,83013,39003,13820,29084,0,81907,1106,21741
대구,합계,1707338,1347018,965607,166576,196905,0,1329088,17930,360320
대구,중구,77965,61331,46225,7257,7050,0,60532,799,16634
대구,동구갑,119944,93609,66780,11877,13698,0,92355,1254,26335
대구,동구을,123038,94953,65420,12655,15492,0,93567,1386,28085
대구,서구갑,118365,92701,66466,10868,14140,0,91474,1227,25664
대구,서구을,104077,80012,54919,9617,14144,0,78680,1332,24065
대구,남구,154165,119711,88485,14546,15063,0,118094,1617,34454
대구,북구갑,126170,99157,71008,11975,14810,0,97793,1364,27013
대구,북구을,140088,112827,79369,14263,17790,0,111422,1405,27261
대구,수성구갑,165076,133183,98740,16341,16732,0,131813,1370,31893
대구,수성구을,153556,123282,92950,14597,14318,0,121865,1417,30274
대구,달서구갑,148418,116816,82942,13962,18363,0,115267,1549,31602
대구,달서구을,182824,145859,104787,18027,21296,0,144110,1749,36965
대구,달성군,93652,73577,47516,10591,14009,0,72116,1461,20075
인천,합계,1639655,1311512,470560,497839,324212,0,1292611,18901,328143
인천,중구,53812,41515,17334,13606,9928,0,40868,647,12297
인천,동구,67366,53747,19746,18516,14568,0,52830,917,13619
인천,남구갑,154189,121949,45526,44705,29982,0,120213,1736,32240
인천,남구을,143427,114265,46376,39563,26718,0,112657,1608,29162
인천,연수구,161507,131688,54248,45315,30627,0,130190,1498,29819
인천,남동구갑,132103,105062,37639,40375,25530,0,103544,1518,27041
인천,남동구을,129650,103485,35800,40714,25492,0,102006,1479,26165
인천,부평구갑,187250,148047,49585,62496,33657,0,145738,2309,39203
인천,부평구을,149955,121344,43394,49372,26944,0,119710,1634,28611
인천,계양구,195023,158544,51717,66388,38352,0,156457,2087,36479
인천,서구,202758,161910,50321,64547,44693,0,159561,2349,40848
인천,강화군,52315,41613,15252,10518,14960,0,40730,883,10702
인천,옹진군,10300,8343,3622,1724,2761,0,8107,236,1957
광주,합계,870554,783025,13294,754159,7746,0,775199,7826,87529
광주,동구,99187,87879,1776,84226,823,0,86825,1054,11308
광주,서구,156805,141300,2297,136603,1224,0,140124,1176,15505
광주,남구,164829,147582,2501,142353,1277,0,146131,1451,17247
광주,북구갑,140653,126293,1989,121960,1047,0,124996,1297,14360
광주,북구을,162549,146714,2369,141592,1396,0,145357,1357,15835
광주,광산구,146531,133257,2362,127425,1979,0,131766,1491,13274
대전,합계,881474,692821,199266,307493,176134,0,682893,9928,188653
대전,동구갑,102348,78586,20259,35379,21462,0,77100,1486,23762
대전,동구을,80726,61944,15819,28235,16907,0,60961,983,18782
대전,중구,180565,140027,40011,63096,34913,0,138020,2007,40538
대전,서구갑,134004,105171,28178,47865,27700,0,103743,1428,28833
대전,서구을,153488,124816,43295,53235,26996,0,123526,1290,28672
대전,유성구,93072,74853,24295,31722,17766,0,73783,1070,18219
대전,대덕구,137271,107424,27409,47961,30390,0,105760,1664,29847
울산,합계,654125,530459,268998,80751,174014,0,523763,6696,123666
울산,중구,155651,124401,67509,16597,38667,0,122773,1628,31250
울산,남구갑,113311,91663,53780,12216,24771,0,90767,896,21648
울산,남구을,91574,74655,41404,10610,21788,0,73802,853,16919
울산,동구,125435,103911,42533,23075,37190,0,102798,1113,21524
울산,북구,66047,54885,23553,7993,22648,0,54194,691,11162
울산,울주군,102107,80944,40219,10260,28950,0,79429,1515,21163
경기,합계,5707087,4600005,1612108,1781577,1141839,0,4535524,64481,1107082
경기,수원시권선구,192659,154397,53339,58090,40895,0,152324,2073,38262
경기,수원시팔달구,156084,125457,47962,44680,31187,0,123829,1628,30627
경기,수원시장안구,175812,140932,51151,52560,35412,0,139123,1809,34880
경기,성남시수정구,182334,145865,39818,70909,32880,0,143607,2258,36469
경기,성남시중원구,190920,151994,40779,73650,35232,0,149661,2333,38926
경기,성남시분당구,255849,215478,109195,75438,29248,0,213881,1597,40371
경기,의정부시,207741,166236,63136,63019,37836,0,163991,2245,41505
경기,안양시만안구,177145,141695,49009,59608,31207,0,139824,1871,35450
경기,안양시동안구갑,118457,97270,37145,40781,18259,0,96185,1085,21187
경기,안양시동안구을,103345,86534,37769,32969,14966,0,85704,830,16811
경기,부천시원미구갑,116776,92957,28239,42516,20671,0,91426,1531,23819
경기,부천시원미구을,142615,119149,43886,50207,23624,0,117717,1432,23466
경기,부천시오정구,122807,98551,29533,44742,22605,0,96880,1671,24256
경기,부천시소사구,141214,114185,39644,49484,23495,0,112623,1562,27029
경기,광명시갑,116994,95020,30068,44831,18894,0,93793,1227,21974
경기,광명시을,115908,96367,35138,42570,17589,0,95297,1070,19541
경기,평택시갑,112009,89333,27470,33378,27184,0,88032,1301,22676
경기,평택시을,125297,100120,31407,36796,30406,0,98609,1511,25177
경기,동두천시,52179,41432,15813,13745,11189,0,40747,685,10747
경기,양주군,68986,55270,19097,18021,17161,0,54279,991,13716
경기,안산시갑,184990,148683,47570,64104,34931,0,146605,2078,36307
경기,안산시을,167178,132545,36185,58720,35578,0,130483,2062,34633
경기,과천시,48596,40281,18875,15252,5780,0,39907,374,8315
경기,의왕시,75088,62077,22793,25085,13475,0,61353,724,13011
경기,군포시,171630,143582,54980,59056,28009,0,142045,1537,28048
경기,시흥시,138271,112936,35284,46106,29828,0,111218,1718,25335
