시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전국,합계,40507842,30721459,15773128,14692632,0,128861,30594621,126838,9786383
서울특별시,합계,8393847,6307869,3024572,3227639,0,24488,6276699,31170,2085978
서울특별시,종로구,141447,103189,49422,52747,0,467,102636,553,38258
서울특별시,중구,115277,83095,40289,41919,0,345,82553,542,32182
서울특별시,용산구,206665,147849,76997,69572,0,565,147134,715,58816
서울특별시,성동구,249514,185566,88658,95239,0,699,184596,970,63948
서울특별시,광진구,307590,231171,106675,122537,0,834,230046,1125,76419
서울특별시,동대문구,305303,227177,107972,116909,0,909,225790,1387,78126
서울특별시,중랑구,348329,253369,121391,129630,0,909,251930,1439,94960
서울특별시,성북구,396699,295525,134557,158429,0,1065,294051,1474,101174
서울특별시,강북구,286118,207927,94479,111470,0,791,206740,1187,78191
서울특별시,도봉구,296521,225230,106942,116266,0,875,224083,1147,71291
서울특별시,노원구,473741,368003,170114,194546,0,1438,366098,1905,105738
서울특별시,은평구,409466,300923,135878,162177,0,1238,299293,1630,108543
서울특별시,서대문구,261540,196130,88811,105412,0,835,195058,1072,65410
서울특별시,마포구,319501,243026,106921,133849,0,1082,241852,1174,76475
서울특별시,양천구,390352,298957,141933,154539,0,1140,297612,1345,91395
서울특별시,강서구,463571,350023,162212,184866,0,1293,348371,1652,113548
서울특별시,구로구,350373,269094,123106,143695,0,1021,267822,1272,81279
서울특별시,금천구,202808,147632,66316,79933,0,554,146803,829,55176
서울특별시,영등포구,327297,245975,118167,125657,0,991,244815,1160,81322
서울특별시,동작구,338206,260307,117538,140437,0,1038,259013,1294,77899
서울특별시,관악구,446910,333640,134105,196560,0,1378,332043,1597,113270
서울특별시,서초구,352640,270848,158112,110649,0,1024,269785,1063,81792
서울특별시,강남구,461592,343220,205563,134880,0,1316,341759,1461,118372
서울특별시,송파구,545369,419631,217650,198590,0,1572,417812,1819,125738
서울특별시,강동구,397018,300362,150764,147131,0,1109,299004,1358,96656
부산광역시,합계,2911700,2219699,1324159,882511,0,6735,2213405,6294,692001
부산광역시,서구,103696,75140,48129,26426,0,314,74869,271,28556
부산광역시,동구,85145,62994,40262,22338,0,215,62815,179,22151
부산광역시,영도구,119481,86765,50903,35314,0,251,86468,297,32716
부산광역시,부산진구,328421,248245,146883,99987,0,740,247610,635,80176
부산광역시,동래구,228712,178174,108913,68281,0,520,177714,460,50538
부산광역시,남구,240343,184999,111763,72244,0,522,184529,470,55344
부산광역시,북구,250964,196487,111611,83710,0,600,195921,566,54477
부산광역시,해운대구,340520,260066,155263,103287,0,830,259380,686,80454
부산광역시,기장군,89141,67694,41164,26084,0,201,67449,245,21447
부산광역시,사하구,286161,215739,125432,89012,0,595,215039,700,70422
부산광역시,금정구,212193,164536,100400,63126,0,537,164063,473,47657
부산광역시,연제구,174375,135450,81370,53294,0,436,135100,350,38925
부산광역시,수영구,148960,113856,70198,43059,0,323,113580,276,35104
부산광역시,사상구,206782,158296,88100,69288,0,452,157840,456,48486
대구광역시,합계,1990746,1585806,1267789,309034,0,5017,1581840,3966,404940
대구광역시,수성구,353557,286479,225052,60016,0,825,285893,586,67078
대구광역시,달서구,472596,382874,304535,76363,0,1079,381977,897,89722
대구광역시,달성군,142838,114373,92161,21290,0,497,113948,425,28465
인천광역시,합계,2241366,1657821,852600,794213,0,6153,1652966,4855,583545
인천광역시,연수구,224398,172068,91538,79429,0,610,171577,491,52330
인천광역시,남동구,393970,293649,148815,143099,0,996,292910,739,100321
인천광역시,부평구,445709,330418,159386,168820,0,1256,329462,956,115291
인천광역시,계양구,267899,197466,92670,103499,0,743,196912,554,70433
인천광역시,강화군,57270,42705,29666,12534,0,264,42464,241,14565
인천광역시,옹진군,17311,12903,9197,3470,0,121,12788,115,4408
광주광역시,합계,1117781,898416,69574,823737,0,2275,895586,2830,219365
광주광역시,광산구,272925,220876,15548,204061,0,546,220155,721,52049
대전광역시,합계,1182321,904367,450576,448310,0,2992,901878,2489,277954
대전광역시,유성구,225936,179329,81928,96401,0,576,178905,424,46607
대전광역시,대덕구,160418,121479,61558,59023,0,456,121037,442,38939
울산광역시,합계,886061,694938,413977,275451,0,3005,692433,2505,191123
울산광역시,울주군,159736,123701,77446,45008,0,614,123068,633,36035
세종특별자치시,합계,87707,64990,33587,30787,0,323,64697,293,22717
세종특별자치시,세종특별자치시,87707,64990,33587,30787,0,323,64697,293,22717
경기도,합계,9364077,7018577,3528915,3442084,0,25724,6996723,21854,2345500
경기도,수원시장안구,225754,175095,85548,88360,0,684,174592,503,50659
경기도,수원시권선구,258753,192297,94970,96064,0,679,191713,584,66456
경기도,수원시팔달구,167784,121476,63522,57156,0,443,121121,355,46308
경기도,수원시영통구,208298,165741,74873,89927,0,533,165333,408,42557
경기도,성남시수정구,193613,138079,62526,74640,0,475,137641,438,55534
경기도,성남시중원구,206445,147567,68309,78261,0,481,147051,516,58878
경기도,성남시분당구,381468,306328,162103,142315,0,1115,305533,795,75140
경기도,의정부시,337945,249229,127092,120550,0,786,248428,801,88716
경기도,안양시만안구,206674,156859,76396,79472,0,519,156387,472,49815
경기도,안양시동안구,276827,221572,103793,116384,0,812,220989,583,55255
경기도,부천시원미구,354869,268007,121498,144862,0,920,267280,727,86862
경기도,부천시소사구,185997,140133,64835,74327,0,483,139645,488,45864
경기도,부천시오정구,151739,109015,50291,57987,0,388,108666,349,42724
경기도,광명시,278075,216922,94631,120851,0,757,216239,683,61153
경기도,평택시,333774,239544,135781,101951,0,1039,238771,773,94230
경기도,양주시,154363,111883,61889,49201,0,406,111496,387,42480
경기도,동두천시,77102,52984,31188,21296,0,209,52693,291,24118
경기도,안산시상록구,292424,211371,97913,112075,0,755,210743,628,81053
경기도,안산시단원구,256246,184903,87893,95849,0,628,184370,533,71343
경기도,고양시덕양구,310405,235041,114871,118515,0,887,234273,768,75364
경기도,고양시일산동구,219923,167095,80535,85504,0,608,166647,448,52828
경기도,고양시일산서구,220417,171813,81992,88785,0,618,171395,418,48604
경기도,과천시,55657,44853,22507,21923,0,258,44688,165,10804
경기도,의왕시,119634,94567,45541,48412,0,366,94319,248,25067
경기도,구리시,150179,113698,56748,56219,0,395,113362,336,36481
경기도,남양주시,454216,335323,171230,161920,0,1074,334224,1099,118893
경기도,오산시,147979,106486,52301,53507,0,388,106196,290,41493
경기도,화성시,385169,288704,140538,146338,0,1043,287919,785,96465
경기도,시흥시,301719,215665,102267,112012,0,748,215027,638,86054
경기도,군포시,222840,176080,80722,94255,0,636,175613,467,46760
경기도,하남시,118494,88508,47676,40221,0,289,88186,322,29986
경기도,파주시,302153,222553,114672,106323,0,856,221851,702,79600
경기도,여주군,87815,62882,40504,21766,0,339,62609,273,24933
경기도,이천시,157488,113269,66241,45996,0,479,112716,553,44219
경기도,용인시처인구,164566,118365,67598,49828,0,479,117905,460,46201
경기도,용인시수지구,244771,195876,101487,93337,0,638,195462,414,48895
경기도,용인시기흥구,277326,217011,104957,110907,0,686,216550,461,60315
경기도,안성시,142260,102464,57656,43967,0,442,102065,399,39796
