시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전국,합계,37653518,23732854,11492389,6174681,2385847,3559963,23612880,119974,13920664
서울,합계,8051696,5066022,2689162,1237812,528169,596226,5051369,14653,2985674
서울,종로구,133946,85480,45172,21515,8486,9984,85157,323,48466
서울,중구,106837,66496,35335,17299,6373,7278,66285,211,40341
서울,용산구,190910,117051,66096,25967,11087,13554,116704,347,73859
서울,성동구,266124,165391,88602,41902,17018,17389,164911,480,100733
서울,광진구,297332,183412,94864,46597,20252,21275,182988,424,113920
서울,동대문구,304410,190407,100709,49064,19097,20931,189801,606,114003
서울,중랑구,337898,204119,105608,54085,20293,23503,203489,630,133779
서울,성북구,373761,235180,123186,60790,24994,25572,234542,638,138581
서울,강북구,277954,168236,85791,47290,17248,17373,167702,534,109718
서울,도봉구,293138,188015,99596,46515,19786,21578,187475,540,105123
서울,노원구,466884,306503,157439,76021,34518,37607,305585,918,160381
서울,은평구,362685,218004,108240,59909,22716,26376,217241,763,144681
서울,서대문구,278848,174263,87645,46522,19054,20548,173769,494,104585
서울,마포구,315333,194947,97347,49343,23789,23936,194415,532,120386
서울,양천구,378841,241697,127919,59636,24299,29211,241065,632,137144
서울,강서구,436622,272240,138876,68471,30011,33701,271059,1181,164382
서울,구로구,333323,211497,102968,55683,24144,28102,210897,600,121826
서울,금천구,196513,118869,55968,34966,12380,15140,118454,415,77644
서울,영등포구,325884,206002,106558,51008,21676,26129,205371,631,119882
서울,동작구,326851,209902,106067,53613,24259,25411,209350,552,116949
서울,관악구,439707,268101,121270,77804,35384,32942,267400,701,171606
서울,서초구,320018,212282,136443,34112,17746,23535,211836,446,107736
서울,강남구,442286,283231,187778,41493,22324,31023,282618,613,159055
서울,송파구,483567,313620,180704,66697,28962,36436,312799,821,169947
서울,강동구,362024,231077,128981,51510,22273,27692,230456,621,130947
부산,합계,2843063,1765231,1018715,236708,157510,346319,1759252,5979,1077832
