시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전국,합계,44197692,34067853,16394815,16147738,1217758,0,33760311,307542,10129839
서울특별시,합계,8346647,6501831,3255747,2944981,238411,0,6439139,62692,1844816
서울특별시,종로구,129968,100629,49172,46130,4064,0,99366,1263,29339
서울특별시,중구,111448,84998,42906,38244,3034,0,84184,814,26450
서울특별시,용산구,199077,152068,85047,60063,5572,0,150682,1386,47009
서울특별시,성동구,252087,197240,103880,84411,6947,0,195238,2002,54847
서울특별시,광진구,303582,235471,113733,109922,9263,0,232918,2553,68111
서울특별시,동대문구,300928,232106,112890,108171,8576,0,229637,2469,68822
서울특별시,중랑구,347108,260862,118201,130381,9841,0,258423,2439,86246
서울특별시,성북구,375880,292187,135044,142702,11613,0,289359,2828,83693
서울특별시,강북구,268974,199448,86540,103333,7604,0,197477,1971,69526
서울특별시,도봉구,281812,216036,99780,106546,7829,0,214155,1881,65776
서울특별시,노원구,441879,349297,163340,169275,13258,0,345873,3424,92582
서울특별시,은평구,417391,317971,140666,161510,12844,0,315020,2951,99420
서울특별시,서대문구,269615,210460,98924,100702,8726,0,208352,2108,59155
서울특별시,마포구,324091,256218,124327,117916,11311,0,253554,2664,67873
서울특별시,양천구,378710,301379,149780,138586,10374,0,298740,2639,77331
서울특별시,강서구,504185,390247,181510,190000,14866,0,386376,3871,113938
서울특별시,구로구,348156,272920,127129,133027,10239,0,270395,2525,75236
서울특별시,금천구,208786,157035,69227,80208,6099,0,155534,1501,51751
서울특별시,영등포구,334361,263581,134846,116443,9790,0,261079,2502,70780
서울특별시,동작구,342248,271510,135733,122914,10061,0,268708,2802,70738
서울특별시,관악구,446161,340773,151944,169284,15166,0,336394,4379,105388
서울특별시,서초구,344756,277878,179472,88686,7400,0,275558,2320,66878
서울특별시,강남구,451970,354778,235897,106865,9261,0,352023,2755,97192
서울특별시,송파구,565840,453536,255166,180490,13854,0,449510,4026,112304
서울특별시,강동구,397634,313203,160593,139172,10819,0,310584,2619,84431
부산광역시,합계,2921510,2200224,1270072,831896,78210,0,2180178,20046,721286
부산광역시,중구,38032,27408,16153,9929,1044,0,27126,282,10624
부산광역시,서구,94117,69786,41470,25154,2488,0,69112,674,24331
부산광역시,동구,80399,59326,35081,21558,2111,0,58750,576,21073
부산광역시,영도구,100073,71696,39058,29565,2423,0,71046,650,28377
부산광역시,부산진구,313739,233474,133285,89233,8646,0,231164,2310,80265
부산광역시,동래구,232079,179768,106515,65261,6398,0,178174,1594,52311
부산광역시,남구,227098,173557,101749,64361,5846,0,171956,1601,53541
부산광역시,북구,246904,189125,105576,74650,7131,0,187357,1768,57779
부산광역시,해운대구,339847,259616,156792,92631,8144,0,257567,2049,80231
부산광역시,기장군,144027,106148,58497,42955,3853,0,105305,843,37879
부산광역시,사하구,268754,196600,108983,78332,7374,0,194689,1911,72154
