지역,구시군,선거년도,선거종류,득표_1위_정당,득표_2위_정당,득표_1위_후보번호,득표_1위_득표율,득표_2위_후보번호,득표_2위_득표율,보수정당_후보자수,진보정당_후보자수,그외정당_후보자수,무소속_후보자수,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전북,전주시완산구,2014,광역단체장,진보정당,보수정당,2,0.638,1,0.2516,1,1,1,0,283872,159841,39423,99971,17298,0,156692,3149,124031
전북,전주시덕진구,2014,광역단체장,진보정당,보수정당,2,0.6436,1,0.2402,1,1,1,0,221516,123206,29005,77702,14026,0,120733,2473,98310
전북,군산시,2014,광역단체장,진보정당,보수정당,2,0.7299,1,0.175,1,1,1,0,220810,117779,19923,83123,10831,0,113877,3902,103031
전북,익산시,2014,광역단체장,진보정당,보수정당,2,0.7284,1,0.1817,1,1,1,0,244122,129480,22697,91000,11226,0,124923,4557,114642
전북,정읍시,2014,광역단체장,진보정당,보수정당,2,0.7539,1,0.1549,1,1,1,0,96960,61781,9104,44302,5359,0,58765,3016,35179
전북,남원시,2014,광역단체장,진보정당,보수정당,2,0.7213,1,0.1778,1,1,1,0,70411,47558,8103,32868,4594,0,45565,1993,22853
전북,김제시,2014,광역단체장,진보정당,보수정당,2,0.7727,1,0.1501,1,1,1,0,77336,51495,7317,37675,3766,0,48758,2737,25841
전북,완주군,2014,광역단체장,진보정당,보수정당,2,0.6292,1,0.2343,1,1,1,0,70666,44750,9986,26815,5816,0,42617,2133,25916
전북,진안군,2014,광역단체장,진보정당,보수정당,2,0.5329,1,0.3645,1,1,1,0,23289,18439,6355,9290,1789,0,17434,1005,4850
전북,무주군,2014,광역단체장,진보정당,보수정당,2,0.6949,1,0.2068,1,1,1,0,21786,17618,3408,11451,1620,0,16479,1139,4168
전북,장수군,2014,광역단체장,진보정당,보수정당,2,0.6882,1,0.1952,1,1,1,0,20087,16016,2942,10370,1757,0,15069,947,4071
전북,임실군,2014,광역단체장,진보정당,보수정당,2,0.5988,1,0.262,1,1,1,0,26103,19822,4887,11167,2596,0,18650,1172,6281
전북,순창군,2014,광역단체장,진보정당,보수정당,2,0.7303,1,0.1536,1,1,1,0,25497,19720,2853,13564,2157,0,18574,1146,5777
전북,고창군,2014,광역단체장,진보정당,보수정당,2,0.7487,1,0.1478,1,1,1,0,51188,38091,5279,26747,3698,0,35724,2367,13097
전북,부안군,2014,광역단체장,진보정당,보수정당,2,0.7309,1,0.1823,1,1,1,0,49599,34433,5890,23609,2804,0,32303,2130,15166
