시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
경상남도,합계,2804287,1497400,963473,431569,71286,0,1466328,31072,1306887
경상남도,창원시의창구,185184,94824,64989,23944,4736,0,93669,1155,90360
경상남도,창원시성산구,212811,112825,67977,29902,13935,0,111814,1011,99986
경상남도,창원시마산합포구,156850,83924,59943,19970,2747,0,82660,1264,72926
경상남도,창원시마산회원구,159983,85597,59376,22063,2925,0,84364,1233,74386
경상남도,창원시진해구,159730,75210,48889,22186,2985,0,74060,1150,84520
경상남도,진주시,292168,155185,104561,42182,5811,0,152554,2631,136983
경상남도,통영시,106064,61244,40307,18160,1554,0,60021,1223,44820
경상남도,고성군,44745,30306,20130,7918,1270,0,29318,988,14439
경상남도,사천시,93946,55534,38414,12887,2720,0,54021,1513,38412
경상남도,김해시,444484,203399,115747,78054,6990,0,200791,2608,241085
경상남도,밀양시,92419,50564,35657,11458,2117,0,49232,1332,41855
경상남도,거제시,193369,99292,56119,36740,4550,0,97409,1883,94077
경상남도,의령군,24291,18229,12348,3504,1372,0,17224,1005,6062
경상남도,함안군,54125,32076,21759,7689,1652,0,31100,976,22049
경상남도,창녕군,53616,34391,24896,6416,1845,0,33157,1234,19225
경상남도,양산시,294411,138401,83209,48969,4124,0,136302,2099,156010
경상남도,하동군,39428,29113,17699,8093,1976,0,27768,1345,10315
경상남도,남해군,38538,27218,16516,8287,1188,0,25991,1227,11320
경상남도,함양군,34399,26020,16584,6152,1897,0,24633,1387,8379
경상남도,산청군,31488,21927,14644,4982,1375,0,21001,926,9561
경상남도,거창군,52803,34758,23781,7534,1992,0,33307,1451,18045
경상남도,합천군,39435,27363,19928,4479,1525,0,25932,1431,12072
