시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
강원도,합계,1336080,772498,409461,347766,0,0,757227,15271,563582
강원도,춘천시,244406,137765,72126,63714,0,0,135840,1925,106641
강원도,원주시,304060,157538,77298,77841,0,0,155139,2399,146522
강원도,강릉시,185804,101944,58225,42113,0,0,100338,1606,83860
강원도,동해시,76886,42047,23731,17499,0,0,41230,817,34839
강원도,삼척시,57023,37549,20819,15807,0,0,36626,923,19474
강원도,태백시,35236,22538,11722,10288,0,0,22010,528,12698
강원도,정선군,32001,22082,10767,10570,0,0,21337,745,9919
강원도,속초시,71621,37094,20124,16266,0,0,36390,704,34527
강원도,고성군,24776,16776,9024,7164,0,0,16188,588,8000
강원도,양양군,25359,16671,9445,6749,0,0,16194,477,8688
강원도,인제군,27939,18540,9221,8612,0,0,17833,707,9399
강원도,홍천군,60743,36940,20504,15698,0,0,36202,738,23803
강원도,횡성군,41777,27750,15412,11750,0,0,27162,588,14027
강원도,영월군,34371,22806,12129,10182,0,0,22311,495,11565
강원도,평창군,37372,25363,12350,12618,0,0,24968,395,12009
강원도,화천군,21055,13837,7481,5926,0,0,13407,430,7218
강원도,양구군,18552,12804,6790,5658,0,0,12448,356,5748
강원도,철원군,37099,22454,12293,9311,0,0,21604,850,14645
