시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
울산광역시,합계,941189,491866,290563,195430,0,0,485993,5873,449323
울산광역시,중구,181055,98391,60730,36596,0,0,97326,1065,82664
울산광역시,남구,267930,134765,84987,48425,0,0,133412,1353,133165
울산광역시,동구,127369,70833,37751,32032,0,0,69783,1050,56536
울산광역시,북구,175784,88502,46234,41248,0,0,87482,1020,87282
울산광역시,울주군,189051,99375,60861,37129,0,0,97990,1385,89676
