시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
경기도,합계,10533027,6084955,2122433,3370621,482473,5975527,109428,4448072
경기도,수원시장안구,202140,121951,45405,64965,9456,119826,2125,80189
경기도,수원시권선구,342897,197363,69133,110066,14916,194115,3248,145534
경기도,수원시팔달구,161673,88388,36057,44464,6167,86688,1700,73285
경기도,수원시영통구,273531,174692,59730,98513,13769,172012,2680,98839
경기도,성남시수정구,204053,115704,34928,71400,7316,113644,2060,88349
경기도,성남시중원구,195192,112200,32910,70848,6630,110388,1812,82992
경기도,성남시분당구,401672,266966,102110,141379,19773,263262,3704,134706
경기도,의정부시,366459,198518,69513,111187,14277,194977,3541,167941
경기도,안양시만안구,216498,129861,47791,70458,9272,127521,2340,86637
경기도,안양시동안구,268004,174899,62887,94546,14626,172059,2840,93105
경기도,부천시,715281,396259,124420,229343,35044,388807,7452,319022
경기도,광명시,270792,166883,51810,96855,15068,163733,3150,103909
경기도,평택시,394222,209742,76374,112564,16322,205260,4482,184480
경기도,양주시,171243,94177,34240,51463,6597,92300,1877,77066
경기도,동두천시,80603,43685,17583,21857,3102,42542,1143,36918
경기도,안산시상록구,301162,160049,49098,91311,16621,157030,3019,141113
경기도,안산시단원구,252537,134644,44294,74194,13835,132323,2321,117893
경기도,고양시덕양구,398866,232142,75507,128755,23702,227964,4178,166724
경기도,고양시일산동구,234054,132770,44949,72347,13145,130441,2329,101284
경기도,고양시일산서구,222085,132848,43861,74380,12389,130630,2218,89237
경기도,과천시,46715,32773,13411,15579,3133,32123,650,13942
경기도,의왕시,127960,82375,30285,43729,6756,80770,1605,45585
경기도,구리시,165295,97711,35615,53719,6574,95908,1803,67584
경기도,남양주시,537349,294809,99733,168295,21761,289789,5020,242540
경기도,오산시,169638,90096,28867,52651,6943,88461,1635,79542
경기도,화성시,551721,313790,97491,185121,26346,308958,4832,237931
경기도,시흥시,350586,185308,55861,112164,14175,182200,3108,165278
경기도,군포시,228999,144561,49324,80443,12235,142002,2559,84438
경기도,하남시,194181,115416,42956,62653,7965,113574,1842,78765
경기도,파주시,352518,193802,65458,108579,15709,189746,4056,158716
경기도,여주시,94136,55404,24478,25085,4275,53838,1566,38732
경기도,이천시,171518,93703,37536,47797,6291,91624,2079,77815
경기도,용인시처인구,192573,106690,41681,55882,6931,104494,2196,85883
경기도,용인시수지구,215189,139112,55326,71443,10511,137280,1832,76077
경기도,용인시기흥구,387109,245512,90137,134480,17074,241691,3821,141597
경기도,안성시,149626,82039,31310,42960,5874,80144,1895,67587
경기도,김포시,316246,180079,62059,101724,13405,177188,2891,136167
경기도,광주시,287993,156147,53161,91195,9583,153939,2208,131846
경기도,포천시,129049,70763,30022,33534,5374,68930,1833,58286
경기도,연천군,38497,24793,10991,11383,1614,23988,805,13704
경기도,양평군,98582,60999,27683,26225,5393,59301,1698,37583
경기도,가평군,54583,35332,16448,15085,2524,34057,1275,19251
