시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
제주특별자치도,합계,532515,350943,11241,137901,195462,344604,6339,181572
제주특별자치도,제주시,383917,250176,8785,97935,139328,246048,4128,133741
제주특별자치도,서귀포시,148598,100767,2456,39966,56134,98556,2211,47831
