시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
충청북도,합계,1318186,782316,227371,468750,70330,766451,15865,535870
충청북도,청주시상당구,140405,80162,23920,47260,7676,78856,1306,60243
충청북도,청주시서원구,174307,100218,28299,60096,10359,98754,1464,74089
충청북도,청주시흥덕구,204639,110108,28114,67695,12684,108493,1615,94531
충청북도,청주시청원구,154249,85634,21312,54139,8988,84439,1195,68615
충청북도,충주시,175414,103606,31253,62569,7887,101709,1897,71808
충청북도,제천시,114513,70289,21580,41702,5428,68710,1579,44224
충청북도,단양군,26796,19078,6807,10661,1070,18538,540,7718
충청북도,영동군,43904,31226,10871,17317,1979,30167,1059,12678
충청북도,보은군,30016,22735,9856,10627,1391,21874,861,7281
충청북도,옥천군,44862,30485,9447,17389,2692,29528,957,14377
충청북도,음성군,81826,47528,12458,30582,3283,46323,1205,34298
충청북도,진천군,61715,36734,9822,23180,2827,35829,905,24981
충청북도,괴산군,34902,25078,8397,13855,1975,24227,851,9824
충청북도,증평군,30638,19435,5235,11678,2091,19004,431,11203
