시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
강원도,합계,1296196,819193,282456,518447,0,800903,18290,477003
강원도,춘천시,231430,144282,45024,96699,0,141723,2559,87148
강원도,원주시,278991,159235,53060,103811,0,156871,2364,119756
강원도,강릉시,179767,108772,44086,62434,0,106520,2252,70995
강원도,동해시,75747,46923,16783,29034,0,45817,1106,28824
강원도,삼척시,59117,41032,14369,25401,0,39770,1262,18085
강원도,태백시,38386,25298,9272,15354,0,24626,672,13088
강원도,정선군,33293,23092,7739,14708,0,22447,645,10201
강원도,속초시,68234,40493,13443,26237,0,39680,813,27741
강원도,고성군,25496,18354,6173,11620,0,17793,561,7142
강원도,양양군,24088,17864,6431,10931,0,17362,502,6224
강원도,인제군,27243,19632,6061,12988,0,19049,583,7611
강원도,홍천군,60386,39971,13401,25477,0,38878,1093,20415
강원도,횡성군,40565,27945,10076,16987,0,27063,882,12620
강원도,영월군,35214,23980,9364,14032,0,23396,584,11234
강원도,평창군,37506,25475,9156,15765,0,24921,554,12031
강원도,화천군,21783,16229,4839,10885,0,15724,505,5554
강원도,양구군,19596,14386,4710,9171,0,13881,505,5210
강원도,철원군,39354,26230,8469,16913,0,25382,848,13124
