시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
부산광역시,합계,2939046,1727684,632806,940469,129521,1702796,24888,1211362
부산광역시,중구,39832,22499,8993,11730,1380,22103,396,17333
부산광역시,서구,97123,55377,22760,27919,3674,54353,1024,41746
부산광역시,동구,79091,46288,18841,23476,3004,45321,967,32803
부산광역시,영도구,107930,61332,22179,34279,3852,60310,1022,46598
부산광역시,부산진구,319402,184063,67354,98314,15643,181311,2752,135339
부산광역시,동래구,226713,135595,50115,72895,10856,133866,1729,91118
부산광역시,남구,234211,140451,52232,75978,10165,138375,2076,93760
부산광역시,북구,253907,152125,53265,85791,11072,150128,1997,101782
부산광역시,해운대구,342079,200332,73131,109622,15421,198174,2158,141747
부산광역시,기장군,127882,76285,24813,43966,6012,74791,1494,51597
부산광역시,사하구,281099,160688,58193,88757,11394,158344,2344,120411
부산광역시,금정구,210978,126589,48138,66972,9638,124748,1841,84389
부산광역시,강서구,92854,55518,18201,32491,4163,54855,663,37336
부산광역시,연제구,174673,105913,38815,57573,8216,104604,1309,68760
부산광역시,수영구,155794,90474,35084,47799,6539,89422,1052,65320
부산광역시,사상구,195478,114155,40692,62907,8492,112091,2064,81323
