지역,구시군,선거년도,선거종류,득표_1위_정당,득표_2위_정당,득표_1위_후보번호,득표_1위_득표율,득표_2위_후보번호,득표_2위_득표율,보수정당_후보자수,진보정당_후보자수,그외정당_후보자수,무소속_후보자수,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
충북,합계,2014,광역단체장,진보정당,보수정당,2,0.4975,1,0.4769,1,1,1,0,1261119,741049,346152,361115,18590,0,725857,15192,520070
충북,청주시상당구,2014,광역단체장,진보정당,보수정당,2,0.4965,1,0.4811,1,1,1,0,194201,107458,51082,52717,2382,0,106181,1277,86743
충북,청주시흥덕구,2014,광역단체장,진보정당,보수정당,2,0.5267,1,0.4491,1,1,1,0,328448,178070,79126,92795,4259,0,176180,1890,150378
충북,충주시,2014,광역단체장,보수정당,진보정당,1,0.5151,2,0.4686,1,1,1,0,169145,97900,49606,45133,1571,0,96310,1590,71245
충북,제천시,2014,광역단체장,진보정당,보수정당,2,0.4928,1,0.4827,1,1,1,0,112013,67732,31934,32605,1619,0,66158,1574,44281
충북,단양군,2014,광역단체장,보수정당,진보정당,1,0.5152,2,0.4574,1,1,1,0,26692,18685,9313,8268,495,0,18076,609,8007
충북,청원군,2014,광역단체장,진보정당,보수정당,2,0.4997,1,0.4714,1,1,1,0,123457,70847,32671,34629,2005,0,69305,1542,52610
충북,영동군,2014,광역단체장,보수정당,진보정당,1,0.5124,2,0.4547,1,1,1,0,43012,30700,15150,13444,974,0,29568,1132,12312
충북,보은군,2014,광역단체장,보수정당,진보정당,1,0.4832,2,0.481,1,1,1,0,29809,22561,10416,10369,773,0,21558,1003,7248
충북,옥천군,2014,광역단체장,진보정당,보수정당,2,0.5008,1,0.4698,1,1,1,0,44490,30898,13947,14869,872,0,29688,1210,13592
충북,음성군,2014,광역단체장,진보정당,보수정당,2,0.5142,1,0.458,1,1,1,0,76435,42055,18721,21018,1138,0,40877,1178,34380
충북,진천군,2014,광역단체장,진보정당,보수정당,2,0.4837,1,0.4769,1,1,1,0,52231,31683,14742,14951,1218,0,30911,772,20548
충북,괴산군,2014,광역단체장,보수정당,진보정당,1,0.4898,2,0.4741,1,1,1,0,33704,24261,11397,11032,841,0,23270,991,9443
충북,증평군,2014,광역단체장,진보정당,보수정당,2,0.5224,1,0.4527,1,1,1,0,27482,18199,8047,9285,443,0,17775,424,9283
