시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
광주광역시,합계,1172429,694252,34487,573995,74228,0,682710,11542,478177
광주광역시,동구,82265,51550,3489,42139,4789,0,50417,1133,30715
광주광역시,서구,247275,147798,7163,122803,15578,0,145544,2254,99477
광주광역시,남구,176964,106294,5569,88699,10185,0,104453,1841,70670
광주광역시,북구,358914,210587,9854,173766,23387,0,207007,3580,148327
광주광역시,광산구,307011,178023,8412,146588,20289,0,175289,2734,128988
