시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전라남도,합계,1577224,1092107,40287,807902,199816,0,1048005,44102,485117
전라남도,목포시,186864,119950,2644,87419,26702,0,116765,3185,66914
전라남도,여수시,235359,153554,6198,120941,22557,0,149696,3858,81805
전라남도,순천시,225673,144341,4942,113180,22614,0,140736,3605,81332
전라남도,나주시,93513,61444,2317,47100,9694,0,59111,2333,32069
전라남도,광양시,122154,83720,4210,63778,13107,0,81095,2625,38434
전라남도,담양군,41703,29739,1361,22127,5051,0,28539,1200,11964
전라남도,장성군,39603,29751,1294,20820,5959,0,28073,1678,9852
전라남도,곡성군,26739,20723,1219,13989,4308,0,19516,1207,6016
전라남도,구례군,23743,19333,723,13080,4471,0,18274,1059,4410
전라남도,고흥군,59446,47954,1797,31631,11047,0,44475,3479,11492
전라남도,보성군,38546,29110,2020,20429,4918,0,27367,1743,9436
전라남도,화순군,54543,38366,1377,28270,7184,0,36831,1535,16177
전라남도,장흥군,34777,26630,1026,18636,5525,0,25187,1443,8147
전라남도,강진군,31919,23902,694,17079,5073,0,22846,1056,8017
전라남도,완도군,44758,34573,796,28135,4037,0,32968,1605,10185
전라남도,해남군,62461,44449,1087,31880,9574,0,42541,1908,18012
전라남도,진도군,27441,21408,664,15245,4306,0,20215,1193,6033
전라남도,영암군,46588,31569,1254,22047,6831,0,30132,1437,15019
전라남도,무안군,66517,46087,1289,33590,9081,0,43960,2127,20430
전라남도,영광군,46689,32953,1379,24196,5694,0,31269,1684,13736
전라남도,함평군,30165,22405,985,14892,5239,0,21116,1289,7760
전라남도,신안군,38023,30146,1011,19438,6844,0,27293,2853,7877
