시도,구시군,선거인수,투표수,득표수_1_더불어민주당_이춘희,득표수_2_자유한국당_송아영,득표수_3_바른미래당_허철회,득표수_계,무효투표수,기권수
세종특별자치시,합계,222852,137603,96896,24546,14444,135886,1717,85249
