지역,선거년도,선거종류,득표_1위_정당,득표_2위_정당,득표_1위_후보번호,득표_1위_득표율,득표_2위_후보번호,득표_2위_득표율,보수정당_후보자수,진보정당_후보자수,그외정당_후보자수,무소속_후보자수,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
강원,2014,광역단체장,진보정당,보수정당,2,0.4976,1,0.4818,1,1,1,0,1255469,781359,369201,381338,15774,0,766313,15046,474110
