지역,구시군,선거년도,선거종류,득표_1위_정당,득표_2위_정당,득표_1위_후보번호,득표_1위_득표율,득표_2위_후보번호,득표_2위_득표율,보수정당_후보자수,진보정당_후보자수,그외정당_후보자수,무소속_후보자수,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
충남,천안시,2006,광역단체장,보수정당,진보정당,2,0.5252,1,0.2266,1,1,2,0,372195,162726,84436,36426,39914,0,160776,1950,209469
충남,공주시,2006,광역단체장,보수정당,그외정당,2,0.3683,5,0.347,1,1,2,0,100960,61082,21948,13868,23783,0,59599,1483,39878
충남,보령시,2006,광역단체장,보수정당,진보정당,2,0.4057,1,0.3279,1,1,2,0,84236,52539,20818,16826,13674,0,51318,1221,31697
충남,아산시,2006,광역단체장,보수정당,그외정당,2,0.3888,5,0.3739,1,1,2,0,156817,74771,28561,10839,34057,0,73457,1314,82046
충남,서산시,2006,광역단체장,보수정당,그외정당,2,0.4568,5,0.2566,1,1,2,0,112204,61310,27317,13144,19336,0,59797,1513,50894
충남,태안군,2006,광역단체장,보수정당,그외정당,2,0.4065,5,0.3162,1,1,2,0,51770,35084,13756,7572,12515,0,33843,1241,16686
충남,금산군,2006,광역단체장,보수정당,그외정당,2,0.3855,5,0.3729,1,1,2,0,47627,32263,12045,6017,13184,0,31246,1017,15364
충남,연기군,2006,광역단체장,진보정당,보수정당,1,0.3527,2,0.3329,1,1,2,0,65548,39859,12927,13698,12208,0,38833,1026,25689
충남,논산시,2006,광역단체장,보수정당,그외정당,2,0.3649,5,0.3507,1,1,2,0,104305,57835,20497,13044,22625,0,56166,1669,46470
충남,계룡시,2006,광역단체장,보수정당,진보정당,2,0.5182,1,0.2329,1,1,2,0,24442,15359,7846,3526,3770,0,15142,217,9083
충남,부여군,2006,광역단체장,보수정당,그외정당,2,0.4369,5,0.3143,1,1,2,0,65087,41906,17686,7353,15442,0,40481,1425,23181
충남,서천군,2006,광역단체장,보수정당,그외정당,2,0.37,5,0.2894,1,1,2,0,52107,37472,13363,10418,12334,0,36115,1357,14635
충남,홍성군,2006,광역단체장,보수정당,그외정당,2,0.7251,5,0.1286,1,1,2,0,71168,44369,31578,5122,6849,0,43549,820,26799
충남,청양군,2006,광역단체장,보수정당,그외정당,2,0.6157,5,0.2214,1,1,2,0,28517,21475,12875,2568,5468,0,20911,564,7042
충남,예산군,2006,광역단체장,보수정당,그외정당,2,0.6628,5,0.1653,1,1,2,0,72864,44393,28804,5762,8895,0,43461,932,28471
충남,당진군,2006,광역단체장,보수정당,그외정당,2,0.4575,5,0.2577,1,1,2,0,93393,56019,24963,11986,17617,0,54566,1453,37374
