지역,구시군,선거년도,선거종류,득표_1위_정당,득표_2위_정당,득표_1위_후보번호,득표_1위_득표율,득표_2위_후보번호,득표_2위_득표율,보수정당_후보자수,진보정당_후보자수,그외정당_후보자수,무소속_후보자수,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
경기,합계,2010,광역단체장,보수정당,그외정당,1,0.522,8,0.478,1,0,1,0,8761840,4534771,2271492,0,2079892,0,4351384,183387,4227069
경기,수원시장안구,2010,광역단체장,그외정당,보수정당,8,0.5099,1,0.4901,1,0,1,0,218041,118498,56126,0,58386,0,114512,3986,99543
경기,수원시권선구,2010,광역단체장,그외정당,보수정당,8,0.5061,1,0.4939,1,0,1,0,229747,113478,53993,0,55330,0,109323,4155,116269
경기,수원시팔달구,2010,광역단체장,보수정당,그외정당,1,0.5225,8,0.4775,1,0,1,0,174518,85692,43066,0,39357,0,82423,3269,88826
경기,수원시영통구,2010,광역단체장,그외정당,보수정당,8,0.5297,1,0.4703,1,0,1,0,183747,101911,46917,0,52842,0,99759,2152,81836
경기,성남시수정구,2010,광역단체장,그외정당,보수정당,8,0.5599,1,0.4401,1,0,1,0,194233,92330,38249,0,48655,0,86904,5426,101903
경기,성남시중원구,2010,광역단체장,그외정당,보수정당,8,0.5472,1,0.4528,1,0,1,0,205070,97065,41382,0,50010,0,91392,5673,108005
경기,성남시분당구,2010,광역단체장,보수정당,그외정당,1,0.5725,8,0.4275,1,0,1,0,360189,208482,117016,0,87384,0,204400,4082,151707
경기,의정부시,2010,광역단체장,보수정당,그외정당,1,0.5217,8,0.4783,1,0,1,0,328299,161722,80574,0,73877,0,154451,7271,166577
경기,안양시만안구,2010,광역단체장,그외정당,보수정당,8,0.5096,1,0.4904,1,0,1,0,208176,111311,52386,0,54447,0,106833,4478,96865
경기,안양시동안구,2010,광역단체장,그외정당,보수정당,8,0.5143,1,0.4857,1,0,1,0,265963,153906,72637,0,76919,0,149556,4350,112057
경기,부천시원미구,2010,광역단체장,그외정당,보수정당,8,0.5199,1,0.4801,1,0,1,0,344875,175298,81309,0,88038,0,169347,5951,169577
경기,부천시소사구,2010,광역단체장,보수정당,그외정당,1,0.5348,8,0.4652,1,0,1,0,180161,92975,48045,0,41799,0,89844,3131,87186
경기,부천시오정구,2010,광역단체장,그외정당,보수정당,8,0.5286,1,0.4714,1,0,1,0,147313,66944,30082,0,33731,0,63813,3131,80369
경기,광명시,2010,광역단체장,그외정당,보수정당,8,0.554,1,0.446,1,0,1,0,254601,141118,60299,0,74886,0,135185,5933,113483
경기,평택시,2010,광역단체장,보수정당,그외정당,1,0.5659,8,0.4341,1,0,1,0,309722,157432,83870,0,64325,0,148195,9237,152290
경기,양주시,2010,광역단체장,보수정당,그외정당,1,0.5866,8,0.4134,1,0,1,0,142110,72819,40673,0,28662,0,69335,3484,69291
경기,동두천시,2010,광역단체장,보수정당,그외정당,1,0.6163,8,0.3837,1,0,1,0,72810,37833,21850,0,13601,0,35451,2382,34977
경기,안산시상록구,2010,광역단체장,그외정당,보수정당,8,0.5292,1,0.4708,1,0,1,0,275550,128329,57844,0,65029,0,122873,5456,147221
경기,안산시단원구,2010,광역단체장,그외정당,보수정당,8,0.5225,1,0.4775,1,0,1,0,247026,113164,51683,0,56548,0,108231,4933,133862
경기,고양시덕양구,2010,광역단체장,보수정당,그외정당,1,0.5,8,0.5,1,0,1,0,301056,157155,75521,0,75519,0,151040,6115,143901
경기,고양시일산동구,2010,광역단체장,보수정당,그외정당,1,0.5144,8,0.4856,1,0,1,0,197585,101804,51026,0,48177,0,99203,2601,95781
경기,고양시일산서구,2010,광역단체장,보수정당,그외정당,1,0.523,8,0.477,1,0,1,0,209252,112929,57588,0,52521,0,110109,2820,96323
경기,과천시,2010,광역단체장,보수정당,그외정당,1,0.5301,8,0.4699,1,0,1,0,54323,35675,18406,0,16313,0,34719,956,18648
경기,의왕시,2010,광역단체장,보수정당,그외정당,1,0.5,8,0.5,1,0,1,0,112243,64134,30956,0,30956,0,61912,2222,48109
경기,구리시,2010,광역단체장,보수정당,그외정당,1,0.5275,8,0.4725,1,0,1,0,147833,79671,40446,0,36229,0,76675,2996,68162
경기,남양주시,2010,광역단체장,보수정당,그외정당,1,0.5282,8,0.4718,1,0,1,0,404833,197862,100215,0,89512,0,189727,8135,206971
경기,오산시,2010,광역단체장,보수정당,그외정당,1,0.5063,8,0.4937,1,0,1,0,122466,60033,29183,0,28461,0,57644,2389,62433
경기,화성시,2010,광역단체장,보수정당,그외정당,1,0.5138,8,0.4862,1,0,1,0,362455,181402,89567,0,84749,0,174316,7086,181053
경기,시흥시,2010,광역단체장,그외정당,보수정당,8,0.5149,1,0.4851,1,0,1,0,292124,133757,62321,0,66145,0,128466,5291,158367
경기,군포시,2010,광역단체장,그외정당,보수정당,8,0.5262,1,0.4738,1,0,1,0,210528,119533,54862,0,60919,0,115781,3752,90995
경기,하남시,2010,광역단체장,보수정당,그외정당,1,0.5518,8,0.4482,1,0,1,0,118086,62718,33266,0,27024,0,60290,2428,55368
경기,파주시,2010,광역단체장,보수정당,그외정당,1,0.56,8,0.44,1,0,1,0,252147,128283,67855,0,53324,0,121179,7104,123864
경기,여주군,2010,광역단체장,보수정당,그외정당,1,0.6405,8,0.3595,1,0,1,0,85162,44845,26602,0,14928,0,41530,3315,40317
경기,이천시,2010,광역단체장,보수정당,그외정당,1,0.6066,8,0.3934,1,0,1,0,150045,76343,44079,0,28589,0,72668,3675,73702
경기,용인시처인구,2010,광역단체장,보수정당,그외정당,1,0.5672,8,0.4328,1,0,1,0,155746,76544,40926,0,31225,0,72151,4393,79202
경기,용인시수지구,2010,광역단체장,보수정당,그외정당,1,0.5663,8,0.4337,1,0,1,0,215476,121275,67565,0,51742,0,119307,1968,94201
경기,용인시기흥구,2010,광역단체장,보수정당,그외정당,1,0.5137,8,0.4863,1,0,1,0,253306,135344,67977,0,64354,0,132331,3013,117962
경기,안성시,2010,광역단체장,보수정당,그외정당,1,0.5464,8,0.4536,1,0,1,0,132734,68113,34570,0,28702,0,63272,4841,64621
경기,김포시,2010,광역단체장,보수정당,그외정당,1,0.5663,8,0.4337,1,0,1,0,174520,93630,50712,0,38832,0,89544,4086,80890
경기,광주시,2010,광역단체장,보수정당,그외정당,1,0.5648,8,0.4352,1,0,1,0,184550,90793,49097,0,37838,0,86935,3858,93757
경기,포천시,2010,광역단체장,보수정당,그외정당,1,0.644,8,0.356,1,0,1,0,123373,62925,37539,0,20753,0,58292,4633,60448
경기,연천군,2010,광역단체장,보수정당,그외정당,1,0.6711,8,0.3289,1,0,1,0,36674,22658,13885,0,6806,0,20691,1967,14016
경기,양평군,2010,광역단체장,보수정당,그외정당,1,0.6884,8,0.3116,1,0,1,0,75915,45984,29850,0,13513,0,43363,2621,29931
경기,가평군,2010,광역단체장,보수정당,그외정당,1,0.6855,8,0.3145,1,0,1,0,47257,31054,19477,0,8935,0,28412,2642,16203
