시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
전국,합계,37653518,23732854,11492389,6174681,5945810,23612880,119974,13920664
서울,합계,8051696,5066022,2689162,1237812,1124395,5051369,14653,2985674
서울,종로구,133946,85480,45172,21515,18470,85157,323,48466
서울,중구,106837,66496,35335,17299,13651,66285,211,40341
서울,용산구,190910,117051,66096,25967,24641,116704,347,73859
서울,성동구,266124,165391,88602,41902,34407,164911,480,100733
서울,광진구,297332,183412,94864,46597,41527,182988,424,113920
서울,동대문구,304410,190407,100709,49064,40028,189801,606,114003
서울,중랑구,337898,204119,105608,54085,43796,203489,630,133779
서울,성북구,373761,235180,123186,60790,50566,234542,638,138581
서울,강북구,277954,168236,85791,47290,34621,167702,534,109718
서울,도봉구,293138,188015,99596,46515,41364,187475,540,105123
서울,노원구,466884,306503,157439,76021,72125,305585,918,160381
서울,은평구,362685,218004,108240,59909,49092,217241,763,144681
서울,서대문구,278848,174263,87645,46522,39602,173769,494,104585
서울,마포구,315333,194947,97347,49343,47725,194415,532,120386
서울,양천구,378841,241697,127919,59636,53510,241065,632,137144
서울,강서구,436622,272240,138876,68471,63712,271059,1181,164382
서울,구로구,333323,211497,102968,55683,52246,210897,600,121826
서울,금천구,196513,118869,55968,34966,27520,118454,415,77644
서울,영등포구,325884,206002,106558,51008,47805,205371,631,119882
서울,동작구,326851,209902,106067,53613,49670,209350,552,116949
서울,관악구,439707,268101,121270,77804,68326,267400,701,171606
서울,서초구,320018,212282,136443,34112,41281,211836,446,107736
서울,강남구,442286,283231,187778,41493,53347,282618,613,159055
서울,송파구,483567,313620,180704,66697,65398,312799,821,169947
서울,강동구,362024,231077,128981,51510,49965,230456,621,130947
부산,합계,2843063,1765231,1018715,236708,503829,1759252,5979,1077832
부산,중구,42111,25584,15672,3226,6566,25464,120,16527
부산,서구,109489,65288,39620,8314,17076,65010,278,44201
부산,동구,87511,54017,31708,6780,15310,53798,219,33494
부산,영도구,127967,75664,41811,13008,20507,75326,338,52303
부산,부산진구,324855,200613,115334,26287,58352,199973,640,124242
부산,동래구,225283,144883,86308,16957,41210,144475,408,80400
부산,남구,237462,148749,86574,19494,42253,148321,428,88713
부산,북구,247521,154739,84137,22441,47617,154195,544,92782
부산,해운대구,322575,202750,118502,26921,56779,202202,548,119825
부산,기장군,62272,38759,22799,4951,10825,38575,184,23513
부산,사하구,283276,171149,98782,24215,47521,170518,631,112127
부산,금정구,206527,131508,77336,15925,37831,131092,416,75019
부산,강서구,43825,25623,14549,3700,7186,25435,188,18202
부산,연제구,169739,108433,63080,13445,31555,108080,353,61306
부산,수영구,144300,91170,54832,10807,25309,90948,222,53130
부산,사상구,208350,126302,67671,20237,37932,125840,462,82048
대구,합계,1896866,1267969,876719,75932,311027,1263678,4291,628897
대구,중구,66234,43459,30882,2502,9918,43302,157,22775
대구,동구,265762,176279,120170,11357,44049,175576,703,89483
대구,서구,190185,120295,83998,6600,29206,119804,491,69890
대구,남구,146210,92611,63764,5457,23039,92260,351,53599
대구,북구,341870,229360,156772,14386,57477,228635,725,112510
대구,수성구,330137,230474,164557,12665,52698,229920,554,99663
대구,달서구,437650,296170,203226,17634,74481,295341,829,141480
대구,달성군,118818,79321,53350,5331,20159,78840,481,39497
