시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
전국,합계,44391871,35236497,14395639,17287513,3297464,34980616,255881,9155374
서울특별시,합계,8293885,6641606,2738405,3105459,745244,6589108,52498,1652279
서울특별시,종로구,125901,99261,39574,47735,11169,98478,783,26640
서울특별시,중구,110181,87166,36302,40482,9632,86416,750,23015
서울특별시,용산구,183614,143813,67927,58705,16062,142694,1119,39801
서울특별시,성동구,244536,196282,84043,88028,22704,194775,1507,48254
서울특별시,광진구,301007,239807,94752,114304,28606,237662,2145,61200
서울특별시,동대문구,307846,246264,97549,117631,29059,244239,2025,61582
서울특별시,중랑구,342360,267642,102137,137420,25993,265550,2092,74718
서울특별시,성북구,374002,300299,111271,152624,34101,297996,2303,73703
서울특별시,강북구,257971,198136,72792,105780,18001,196573,1563,59835
서울특별시,도봉구,272942,216499,84148,110614,20144,214906,1593,56443
서울특별시,노원구,430719,350440,131061,176604,40161,347826,2614,80279
서울특별시,은평구,411789,326136,118639,171417,33399,323455,2681,85653
서울특별시,서대문구,269110,216261,81882,107451,25177,214510,1751,52849
서울특별시,마포구,321302,260533,101016,125049,32220,258285,2248,60769
서울특별시,양천구,368029,299637,122867,143686,31051,297604,2033,68392
서울특별시,강서구,493010,392879,149837,196256,43531,389624,3255,100131
서울특별시,구로구,344220,278196,108039,139034,28993,276066,2130,66024
서울특별시,금천구,206121,161132,58686,83102,17929,159717,1415,44989
서울특별시,영등포구,335136,271596,111861,123593,33749,269203,2393,63540
서울특별시,동작구,337985,275295,111735,128028,33143,272906,2389,62690
서울특별시,관악구,446923,350839,126951,171149,49049,347149,3690,96084
서울특별시,서초구,345855,280913,153536,94722,30861,279119,1794,64942
서울특별시,강남구,472730,373762,210177,119722,41507,371406,2356,98968
서울특별시,송파구,561654,458526,212094,191678,51373,455145,3381,103128
서울특별시,강동구,428942,350292,149529,160645,37630,347804,2488,78650
부산광역시,합계,2865552,2245755,1146238,895213,188761,2230212,15543,619797
부산광역시,중구,35284,26223,14167,9784,2071,26022,201,9061
부산광역시,서구,92886,71591,38496,26800,5736,71032,559,21295
부산광역시,동구,77893,59632,31875,22744,4556,59175,457,18261
부산광역시,영도구,93909,70342,35217,29962,4684,69863,479,23567
부산광역시,부산진구,325663,252934,126802,101093,23098,250993,1941,72729
부산광역시,동래구,235338,189601,97629,74245,16473,188347,1254,45737
부산광역시,남구,222856,176630,91037,69214,15213,175464,1166,46226
부산광역시,북구,234995,187682,93564,77258,15568,186390,1292,47313
부산광역시,해운대구,325211,255777,135755,97486,20940,254181,1596,69434
부산광역시,기장군,145228,112103,53493,48742,9135,111370,733,33125
부산광역시,사하구,258595,199077,99642,82504,15553,197699,1378,59518
부산광역시,금정구,188148,149515,79737,55470,13322,148529,986,38633
부산광역시,강서구,112618,89257,40065,40580,8050,88695,562,23361
