시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
경기도,합계,11497206,5820631,2818680,2827593,116536,5762809,57822,5676575
경기도,수원시장안구,199204,106092,49817,53333,1908,105058,1034,93112
경기도,수원시권선구,352407,173856,80304,88562,3388,172254,1602,178551
경기도,수원시팔달구,164086,79283,38931,37937,1557,78425,858,84803
경기도,수원시영통구,296856,160556,75184,81109,3224,159517,1039,136300
경기도,성남시수정구,208907,106922,49669,53684,2337,105690,1232,101985
경기도,성남시중원구,185468,94477,41860,49268,2231,93359,1118,90991
경기도,성남시분당구,404133,250683,140622,104254,4405,249281,1402,153450
경기도,의정부시,400177,187916,89731,92465,3826,186022,1894,212261
경기도,안양시만안구,208936,111050,53271,54630,1972,109873,1177,97886
경기도,안양시동안구,265101,155858,74669,77230,2782,154681,1177,109243
경기도,부천시,702974,347502,154942,182163,6898,344003,3499,355472
경기도,광명시,247233,139612,63270,72415,2528,138213,1399,107621
경기도,평택시,478356,208218,104256,96908,4669,205833,2385,270138
경기도,양주시,197751,95175,46797,45206,2020,94023,1152,102576
경기도,동두천시,81074,39750,20853,17338,909,39100,650,41324
경기도,안산시상록구,305390,138968,62496,72030,2973,137499,1469,166422
경기도,안산시단원구,266229,121621,55679,61954,2650,120283,1338,144608
경기도,고양시덕양구,461775,241090,111350,121343,6264,238957,2133,220685
경기도,고양시일산동구,229024,117269,58884,55015,2495,116394,875,111755
경기도,고양시일산서구,233891,125052,60788,61038,2214,124040,1012,108839
경기도,과천시,65220,42668,23042,18126,1165,42333,335,22552
경기도,의왕시,138928,80575,38873,39383,1556,79812,763,58353
경기도,구리시,164045,88191,43098,42564,1590,87252,939,75854
경기도,남양주시,610260,299336,143096,147630,5490,296216,3120,310924
경기도,오산시,190375,83231,38577,42038,1685,82300,931,107144
경기도,화성시,711229,336743,153636,173747,6527,333910,2833,374486
경기도,시흥시,431352,195139,84897,104762,3661,193320,1819,236213
경기도,군포시,231192,128263,58979,65647,2472,127098,1165,102929
경기도,하남시,266856,139747,69943,66362,2290,138595,1152,127109
경기도,파주시,403729,187129,87769,93171,4010,184950,2179,216600
경기도,여주시,98333,50666,30015,18598,1133,49746,920,47667
경기도,이천시,188563,88738,47937,37422,1990,87349,1389,99825
경기도,용인시처인구,222743,105135,54483,47234,2142,103859,1276,117608
경기도,용인시수지구,231983,135909,71578,61235,2345,135158,751,96074
경기도,용인시기흥구,434819,241266,117246,118199,4197,239642,1624,193553
경기도,안성시,163518,81764,42168,36515,1885,80568,1196,81754
경기도,김포시,392604,195865,98054,92596,3586,194236,1629,196739
경기도,광주시,329651,152145,75812,72344,2641,150797,1348,177506
경기도,포천시,131980,67777,36951,27683,1694,66328,1449,64203
경기도,연천군,37898,22800,12886,8541,762,22189,611,15098
경기도,양평군,107165,63429,36357,24692,1352,62401,1028,43736
경기도,가평군,55791,33165,19910,11222,1113,32245,920,22626
